Time And Station ID
line,0,1,2,3,4,5,6,7,8,9,
0,972.000,568.000,485.000,197.000,0.000,586.000,408.000,200.000,16.000,0.000,
0,1068.000,648.000,517.000,213.000,0.000,618.000,432.000,216.000,24.000,0.000,
0,112.000,728.000,549.000,229.000,0.000,650.000,456.000,232.000,32.000,0.000,
0,214.000,813.000,583.000,246.000,0.000,682.000,480.000,248.000,40.000,0.000,
0,316.000,898.000,617.000,263.000,0.000,714.000,504.000,264.000,48.000,0.000,
0,418.000,983.000,0.000,280.000,0.000,746.000,528.000,280.000,56.000,0.000,
0,520.000,1068.000,34.000,297.000,0.000,449.000,552.000,296.000,64.000,0.000,
0,628.000,236.000,70.000,315.000,0.000,481.000,576.000,312.000,72.000,0.000,
0,736.000,326.000,106.000,333.000,0.000,513.000,600.000,328.000,80.000,0.000,
0,372.000,416.000,142.000,351.000,0.000,545.000,624.000,344.000,88.000,0.000,
0,486.000,511.000,180.000,370.000,0.000,581.000,651.000,362.000,97.000,0.000,
0,600.000,606.000,218.000,389.000,0.000,292.000,465.000,380.000,106.000,0.000,
0,714.000,701.000,128.000,408.000,0.000,328.000,492.000,398.000,0.000,0.000,
0,828.000,796.000,166.000,427.000,0.000,364.000,519.000,416.000,9.000,0.000,
0,948.000,468.000,206.000,447.000,0.000,400.000,546.000,434.000,18.000,0.000,
0,1068.000,568.000,246.000,467.000,0.000,436.000,573.000,452.000,27.000,0.000,
0,0.000,668.000,286.000,487.000,0.000,472.000,600.000,470.000,36.000,0.000,
0,120.000,768.000,326.000,507.000,0.000,508.000,627.000,488.000,45.000,0.000,
0,240.000,868.000,366.000,527.000,0.000,548.000,657.000,508.000,55.000,0.000,
0,360.000,968.000,406.000,547.000,0.000,588.000,687.000,528.000,65.000,0.000,
0,480.000,1068.000,446.000,567.000,0.000,102.000,717.000,548.000,75.000,0.000,
0,600.000,280.000,486.000,587.000,0.000,142.000,747.000,568.000,0.000,0.000,
0,363.000,385.000,528.000,608.000,0.000,182.000,777.000,588.000,10.000,0.000,
0,489.000,490.000,570.000,629.000,0.000,222.000,807.000,608.000,20.000,0.000,
0,615.000,595.000,612.000,650.000,0.000,262.000,837.000,628.000,30.000,0.000,
0,747.000,705.000,656.000,672.000,0.000,306.000,870.000,650.000,41.000,0.000,
0,879.000,815.000,666.000,694.000,0.000,350.000,903.000,672.000,0.000,0.000,
0,384.000,126.000,710.000,716.000,0.000,321.000,936.000,694.000,11.000,0.000,
0,516.000,236.000,754.000,738.000,0.000,365.000,969.000,716.000,22.000,0.000,
0,654.000,351.000,800.000,761.000,0.000,409.000,1002.000,738.000,33.000,0.000,
0,792.000,466.000,846.000,784.000,0.000,453.000,1035.000,760.000,44.000,0.000,
0,930.000,581.000,892.000,0.000,0.000,497.000,1068.000,782.000,55.000,0.000,
0,1068.000,468.000,876.000,23.000,0.000,541.000,852.000,804.000,66.000,0.000,
0,348.000,588.000,924.000,47.000,0.000,589.000,888.000,828.000,78.000,0.000,
0,492.000,708.000,972.000,71.000,0.000,607.000,924.000,852.000,90.000,0.000,
0,636.000,828.000,1020.000,95.000,0.000,655.000,960.000,876.000,102.000,0.000,
0,780.000,948.000,1068.000,119.000,0.000,703.000,996.000,900.000,114.000,0.000,
0,924.000,1068.000,510.000,143.000,0.000,751.000,1032.000,924.000,126.000,0.000,
0,1068.000,448.000,558.000,167.000,0.000,799.000,1068.000,948.000,138.000,0.000,
0,156.000,568.000,606.000,191.000,0.000,847.000,215.000,972.000,150.000,0.000,
0,306.000,693.000,656.000,216.000,0.000,895.000,251.000,996.000,162.000,0.000,
0,456.000,818.000,706.000,241.000,0.000,828.000,287.000,1020.000,174.000,0.000,
0,606.000,943.000,756.000,266.000,0.000,876.000,323.000,1044.000,186.000,0.000,
0,756.000,1068.000,806.000,291.000,0.000,924.000,359.000,1068.000,198.000,0.000,
0,912.000,273.000,858.000,317.000,0.000,972.000,395.000,446.000,210.000,0.000,
0,1068.000,403.000,910.000,343.000,0.000,1020.000,431.000,470.000,222.000,0.000,
0,96.000,533.000,962.000,369.000,0.000,1068.000,423.000,494.000,234.000,0.000,
0,252.000,663.000,1014.000,395.000,0.000,724.000,459.000,518.000,246.000,0.000,
0,414.000,798.000,1068.000,0.000,0.000,776.000,498.000,544.000,259.000,0.000,
0,576.000,933.000,336.000,27.000,0.000,828.000,537.000,570.000,272.000,0.000,
0,738.000,1068.000,390.000,54.000,0.000,880.000,576.000,596.000,285.000,0.000,
0,900.000,0.000,444.000,81.000,0.000,932.000,615.000,622.000,298.000,0.000,
0,1068.000,140.000,500.000,109.000,0.000,796.000,654.000,648.000,311.000,0.000,
0,54.000,280.000,556.000,137.000,0.000,848.000,693.000,674.000,324.000,0.000,
0,222.000,420.000,612.000,165.000,0.000,900.000,732.000,700.000,337.000,0.000,
0,390.000,560.000,668.000,193.000,0.000,956.000,774.000,728.000,351.000,0.000,
0,558.000,700.000,724.000,221.000,0.000,1012.000,816.000,756.000,365.000,0.000,
0,726.000,840.000,780.000,249.000,0.000,1068.000,858.000,784.000,379.000,0.000,
0,894.000,188.000,836.000,277.000,0.000,784.000,900.000,812.000,393.000,0.000,
0,1068.000,333.000,894.000,306.000,0.000,840.000,942.000,840.000,407.000,0.000,
0,0.000,478.000,952.000,335.000,0.000,896.000,984.000,868.000,421.000,0.000,
0,174.000,623.000,1010.000,364.000,0.000,952.000,1026.000,896.000,435.000,0.000,
0,348.000,768.000,1068.000,393.000,0.000,1008.000,1068.000,239.000,449.000,0.000,
0,528.000,918.000,0.000,423.000,0.000,1068.000,843.000,269.000,464.000,0.000,
0,708.000,1068.000,60.000,453.000,0.000,704.000,888.000,299.000,479.000,0.000,
0,888.000,138.000,120.000,483.000,0.000,764.000,933.000,329.000,494.000,0.000,
0,1068.000,288.000,180.000,513.000,0.000,824.000,978.000,359.000,509.000,0.000,
0,318.000,443.000,242.000,544.000,0.000,884.000,1023.000,389.000,524.000,0.000,
0,504.000,598.000,304.000,536.000,0.000,944.000,1068.000,419.000,539.000,0.000,
0,690.000,753.000,366.000,567.000,0.000,1004.000,495.000,449.000,554.000,0.000,
0,882.000,913.000,430.000,599.000,0.000,1068.000,543.000,481.000,570.000,0.000,
0,1068.000,1068.000,492.000,630.000,0.000,708.000,588.000,511.000,585.000,0.000,
0,162.000,355.000,554.000,661.000,0.000,768.000,633.000,541.000,600.000,0.000,
0,348.000,510.000,616.000,692.000,0.000,828.000,678.000,571.000,0.000,0.000,
0,528.000,660.000,676.000,722.000,0.000,888.000,723.000,181.000,15.000,0.000,
0,708.000,810.000,736.000,752.000,0.000,948.000,768.000,211.000,30.000,0.000,
0,888.000,960.000,796.000,782.000,0.000,1008.000,813.000,241.000,45.000,0.000,
0,1068.000,348.000,316.000,812.000,0.000,1068.000,858.000,271.000,60.000,0.000,
0,378.000,493.000,374.000,841.000,0.000,732.000,900.000,299.000,74.000,0.000,
0,552.000,638.000,432.000,870.000,0.000,788.000,942.000,327.000,88.000,0.000,
0,726.000,783.000,490.000,899.000,0.000,844.000,984.000,355.000,102.000,0.000,
0,900.000,928.000,548.000,928.000,0.000,900.000,1026.000,383.000,116.000,0.000,
0,1068.000,1068.000,604.000,956.000,0.000,956.000,1068.000,411.000,130.000,0.000,
0,66.000,508.000,660.000,984.000,0.000,1012.000,500.000,439.000,144.000,0.000,
0,234.000,648.000,716.000,1012.000,0.000,1068.000,542.000,467.000,158.000,0.000,
0,402.000,788.000,772.000,1040.000,0.000,528.000,584.000,495.000,172.000,0.000,
0,570.000,928.000,828.000,1068.000,0.000,580.000,623.000,521.000,185.000,0.000,
0,738.000,1068.000,884.000,803.000,0.000,632.000,662.000,547.000,198.000,0.000,
0,906.000,268.000,628.000,831.000,0.000,684.000,701.000,573.000,211.000,0.000,
0,1068.000,403.000,682.000,858.000,0.000,736.000,740.000,599.000,224.000,0.000,
0,120.000,538.000,736.000,885.000,0.000,788.000,506.000,625.000,237.000,0.000,
0,282.000,673.000,790.000,912.000,0.000,840.000,545.000,651.000,250.000,0.000,
0,444.000,808.000,844.000,939.000,0.000,612.000,584.000,677.000,263.000,0.000,
0,600.000,938.000,762.000,965.000,0.000,660.000,620.000,701.000,275.000,0.000,
0,756.000,1068.000,814.000,991.000,0.000,708.000,656.000,725.000,287.000,0.000,
0,912.000,318.000,866.000,1017.000,0.000,756.000,692.000,304.000,299.000,0.000,
0,1068.000,448.000,918.000,1043.000,0.000,804.000,728.000,328.000,311.000,0.000,
0,186.000,573.000,968.000,1068.000,0.000,701.000,380.000,352.000,323.000,0.000,
0,336.000,698.000,1018.000,153.000,0.000,749.000,416.000,376.000,335.000,0.000,
0,486.000,823.000,1068.000,178.000,0.000,797.000,452.000,400.000,347.000,0.000,
0,636.000,948.000,0.000,203.000,0.000,845.000,488.000,424.000,359.000,0.000,
0,780.000,1068.000,48.000,227.000,0.000,893.000,524.000,448.000,371.000,0.000,
0,924.000,353.000,96.000,251.000,0.000,941.000,560.000,472.000,383.000,0.000,
0,1068.000,473.000,144.000,275.000,0.000,336.000,596.000,496.000,395.000,0.000,
0,84.000,593.000,192.000,299.000,0.000,384.000,632.000,520.000,407.000,0.000,
0,228.000,713.000,240.000,323.000,0.000,432.000,668.000,544.000,419.000,0.000,
0,372.000,833.000,288.000,347.000,0.000,480.000,704.000,568.000,431.000,0.000,
0,516.000,953.000,336.000,371.000,0.000,528.000,740.000,592.000,443.000,0.000,
0,654.000,1068.000,382.000,394.000,0.000,572.000,773.000,614.000,454.000,0.000,
0,792.000,293.000,428.000,417.000,0.000,616.000,806.000,636.000,465.000,0.000,
0,930.000,408.000,474.000,440.000,0.000,660.000,839.000,658.000,476.000,0.000,
0,1068.000,523.000,520.000,463.000,0.000,704.000,872.000,680.000,487.000,0.000,
0,420.000,633.000,564.000,485.000,0.000,748.000,905.000,702.000,498.000,0.000,
0,552.000,743.000,608.000,507.000,0.000,792.000,882.000,724.000,509.000,0.000,
0,684.000,853.000,354.000,529.000,0.000,836.000,915.000,746.000,520.000,0.000,
0,816.000,963.000,398.000,551.000,0.000,572.000,948.000,768.000,531.000,0.000,
0,942.000,1068.000,440.000,572.000,0.000,612.000,978.000,788.000,541.000,0.000,
0,1068.000,563.000,482.000,593.000,0.000,652.000,1008.000,808.000,551.000,0.000,
0,588.000,668.000,524.000,614.000,0.000,692.000,1038.000,828.000,561.000,0.000,
0,708.000,768.000,564.000,634.000,0.000,732.000,1068.000,848.000,571.000,0.000,
0,828.000,868.000,604.000,654.000,0.000,772.000,720.000,868.000,581.000,0.000,
0,948.000,968.000,644.000,674.000,0.000,812.000,750.000,888.000,591.000,0.000,
0,1068.000,1068.000,684.000,694.000,0.000,852.000,780.000,908.000,601.000,0.000,
0,480.000,673.000,724.000,714.000,0.000,888.000,807.000,926.000,610.000,0.000,
0,600.000,773.000,764.000,734.000,0.000,924.000,834.000,944.000,619.000,0.000,
0,720.000,873.000,804.000,754.000,0.000,960.000,861.000,962.000,628.000,0.000,
0,840.000,973.000,844.000,774.000,0.000,996.000,888.000,980.000,637.000,0.000,
0,954.000,1068.000,882.000,793.000,0.000,1032.000,915.000,998.000,646.000,0.000,
0,1068.000,608.000,920.000,812.000,0.000,1068.000,942.000,1016.000,655.000,0.000,
0,426.000,703.000,958.000,831.000,0.000,703.000,969.000,1034.000,664.000,0.000,
0,540.000,798.000,996.000,850.000,0.000,739.000,996.000,1052.000,673.000,0.000,
0,648.000,888.000,1032.000,868.000,0.000,771.000,1020.000,1068.000,681.000,0.000,
0,756.000,978.000,1068.000,886.000,0.000,803.000,1044.000,972.000,689.000,0.000,
0,864.000,1068.000,403.000,904.000,0.000,835.000,1068.000,988.000,697.000,0.000,
0,966.000,573.000,437.000,921.000,0.000,867.000,762.000,1004.000,705.000,0.000,
0,1068.000,658.000,471.000,938.000,0.000,899.000,786.000,1020.000,713.000,0.000,
0,198.000,743.000,505.000,955.000,0.000,931.000,810.000,1036.000,721.000,0.000,
0,300.000,828.000,539.000,972.000,0.000,669.000,834.000,1052.000,0.000,0.000,
0,396.000,908.000,571.000,988.000,0.000,701.000,858.000,1068.000,8.000,0.000,
0,492.000,988.000,603.000,1004.000,0.000,733.000,882.000,958.000,16.000,0.000,
0,588.000,1068.000,635.000,1020.000,0.000,765.000,906.000,974.000,24.000,0.000,
0,684.000,383.000,667.000,1036.000,0.000,797.000,930.000,990.000,32.000,0.000,
0,780.000,463.000,699.000,1052.000,0.000,829.000,954.000,1006.000,40.000,0.000,
0,876.000,543.000,731.000,1068.000,0.000,861.000,978.000,1022.000,48.000,0.000,
0,972.000,623.000,763.000,548.000,0.000,893.000,1002.000,1038.000,56.000,0.000,
0,1068.000,703.000,795.000,564.000,0.000,925.000,1026.000,1054.000,64.000,0.000,
0,396.000,778.000,818.000,579.000,0.000,953.000,1047.000,1068.000,71.000,0.000,
0,486.000,853.000,848.000,594.000,0.000,981.000,1068.000,680.000,78.000,0.000,
0,576.000,928.000,878.000,609.000,0.000,764.000,435.000,694.000,85.000,0.000,
0,660.000,998.000,906.000,623.000,0.000,792.000,456.000,708.000,92.000,0.000,
0,744.000,1068.000,934.000,637.000,0.000,820.000,477.000,722.000,99.000,0.000,
0,828.000,558.000,962.000,651.000,0.000,848.000,498.000,736.000,106.000,0.000,
0,912.000,628.000,990.000,665.000,0.000,876.000,519.000,750.000,113.000,0.000,
0,990.000,693.000,1016.000,678.000,0.000,900.000,537.000,762.000,119.000,0.000,
0,1068.000,758.000,1042.000,691.000,0.000,924.000,555.000,774.000,125.000,0.000,
0,486.000,823.000,1068.000,704.000,0.000,948.000,573.000,786.000,131.000,0.000,
0,564.000,888.000,878.000,717.000,0.000,972.000,591.000,798.000,137.000,0.000,
0,636.000,948.000,902.000,729.000,0.000,996.000,609.000,810.000,143.000,0.000,
0,708.000,1008.000,926.000,741.000,0.000,1020.000,627.000,822.000,149.000,0.000,
0,780.000,1068.000,950.000,753.000,0.000,1044.000,645.000,834.000,155.000,0.000,
0,852.000,618.000,974.000,765.000,0.000,1068.000,663.000,846.000,161.000,0.000,
0,924.000,678.000,998.000,777.000,0.000,756.000,678.000,856.000,166.000,0.000,
0,996.000,738.000,1022.000,789.000,0.000,776.000,693.000,866.000,171.000,0.000,
0,1068.000,798.000,1046.000,801.000,0.000,796.000,708.000,876.000,176.000,0.000,
0,468.000,853.000,1068.000,812.000,0.000,816.000,723.000,886.000,181.000,0.000,
0,534.000,908.000,908.000,823.000,0.000,836.000,738.000,896.000,186.000,0.000,
0,600.000,963.000,930.000,834.000,0.000,856.000,753.000,906.000,191.000,0.000,
0,666.000,1018.000,952.000,845.000,0.000,876.000,768.000,916.000,196.000,0.000,
0,726.000,1068.000,972.000,855.000,0.000,892.000,780.000,924.000,200.000,0.000,
0,786.000,628.000,992.000,865.000,0.000,908.000,792.000,932.000,204.000,0.000,
0,846.000,678.000,1012.000,875.000,0.000,924.000,804.000,940.000,208.000,0.000,
0,906.000,728.000,1032.000,885.000,0.000,940.000,816.000,938.000,212.000,0.000,
0,960.000,773.000,1050.000,894.000,0.000,956.000,828.000,946.000,216.000,0.000,
0,1014.000,818.000,1068.000,903.000,0.000,972.000,840.000,954.000,220.000,0.000,
0,1068.000,863.000,796.000,912.000,0.000,988.000,852.000,962.000,224.000,0.000,
0,648.000,908.000,814.000,921.000,0.000,1004.000,864.000,970.000,228.000,0.000,
0,696.000,948.000,830.000,929.000,0.000,1020.000,876.000,978.000,232.000,0.000,
0,744.000,988.000,846.000,937.000,0.000,1036.000,888.000,986.000,236.000,0.000,
0,792.000,1028.000,862.000,945.000,0.000,1052.000,900.000,994.000,240.000,0.000,
0,840.000,1068.000,878.000,953.000,0.000,1068.000,912.000,1002.000,244.000,0.000,
0,888.000,758.000,894.000,961.000,0.000,876.000,924.000,1010.000,248.000,0.000,
0,936.000,798.000,910.000,969.000,0.000,892.000,936.000,1018.000,252.000,0.000,
0,984.000,838.000,926.000,977.000,0.000,908.000,948.000,1026.000,256.000,0.000,
0,1026.000,873.000,940.000,984.000,0.000,920.000,957.000,1032.000,259.000,0.000,
0,1068.000,908.000,954.000,991.000,0.000,932.000,966.000,1038.000,262.000,0.000,
0,852.000,943.000,968.000,998.000,0.000,944.000,975.000,1044.000,265.000,0.000,
0,894.000,978.000,982.000,1005.000,0.000,956.000,984.000,1050.000,268.000,0.000,
0,930.000,1008.000,994.000,1011.000,0.000,968.000,993.000,1056.000,271.000,0.000,
0,966.000,1038.000,1006.000,1017.000,0.000,980.000,1002.000,1062.000,274.000,0.000,
0,1002.000,1068.000,1018.000,1023.000,0.000,992.000,1011.000,1068.000,277.000,0.000,
0,1038.000,933.000,1030.000,1029.000,0.000,1004.000,1020.000,1036.000,280.000,0.000,
0,1068.000,958.000,1040.000,1034.000,0.000,1012.000,1026.000,1040.000,282.000,0.000,
0,918.000,983.000,1050.000,1039.000,0.000,1020.000,1032.000,1044.000,284.000,0.000,
0,948.000,1008.000,1060.000,1044.000,0.000,1028.000,1038.000,1048.000,286.000,0.000,
0,972.000,1028.000,1068.000,1048.000,0.000,1036.000,1044.000,1052.000,288.000,0.000,
0,996.000,1048.000,1036.000,1052.000,0.000,1044.000,1050.000,1056.000,0.000,0.000,
0,1020.000,1068.000,1044.000,1056.000,0.000,1052.000,1056.000,1060.000,2.000,0.000,
0,1044.000,1028.000,1052.000,1060.000,0.000,1060.000,1062.000,1064.000,4.000,0.000,
0,1068.000,1048.000,1060.000,1064.000,0.000,1064.000,1065.000,1066.000,5.000,0.000,
0,1068.000,1068.000,1068.000,1068.000,0.000,1068.000,1068.000,1068.000,6.000,0.000,
0,1068.000,1068.000,1068.000,1068.000,0.000,1068.000,1068.000,1068.000,6.000,0.000,
0,1068.000,1068.000,1068.000,1068.000,0.000,1068.000,1068.000,1068.000,6.000,0.000,
0,1068.000,1068.000,1068.000,1068.000,0.000,1068.000,1068.000,1068.000,6.000,0.000,
0,1068.000,1068.000,1068.000,1068.000,0.000,1068.000,1068.000,1068.000,6.000,0.000,
0,1068.000,1068.000,1068.000,1068.000,0.000,1068.000,1068.000,1068.000,0.000,0.000,
0,1068.000,1068.000,1068.000,1068.000,0.000,1068.000,1068.000,1068.000,0.000,0.000,
0,1068.000,1068.000,1068.000,1068.000,0.000,1068.000,1068.000,1068.000,0.000,0.000,
0,1068.000,1068.000,1068.000,1068.000,0.000,1068.000,1068.000,1068.000,0.000,0.000,
0,1068.000,1068.000,1068.000,1068.000,0.000,1068.000,1068.000,1068.000,0.000,0.000,
0,1068.000,1068.000,1068.000,1068.000,0.000,1068.000,1068.000,1068.000,0.000,0.000,
0,1068.000,1068.000,1068.000,1068.000,0.000,1068.000,1068.000,1068.000,0.000,0.000,
0,1068.000,1068.000,1068.000,1068.000,0.000,1068.000,1068.000,1068.000,0.000,0.000,
0,1068.000,1068.000,1068.000,1068.000,0.000,1068.000,1068.000,1068.000,0.000,0.000,
0,1068.000,1068.000,1068.000,1068.000,0.000,1068.000,1068.000,1068.000,0.000,0.000,
0,1068.000,1068.000,1068.000,1068.000,0.000,1068.000,1068.000,1068.000,0.000,0.000,
0,1068.000,1068.000,1068.000,1068.000,0.000,1068.000,1068.000,1068.000,0.000,0.000,
0,1068.000,1068.000,1068.000,1068.000,0.000,1068.000,1068.000,1068.000,0.000,0.000,
0,1068.000,1068.000,1068.000,1068.000,0.000,1068.000,1068.000,1068.000,0.000,0.000,
0,1068.000,1068.000,1068.000,1068.000,0.000,1068.000,1068.000,1068.000,0.000,0.000,
1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
1,1.067,0.800,0.533,0.267,0.000,0.000,0.000,0.000,0.000,0.000,
1,3.200,2.400,1.600,0.800,0.000,0.000,0.000,0.000,0.000,0.000,
1,6.400,4.800,3.200,1.600,0.000,0.000,0.000,0.000,0.000,0.000,
1,8.000,8.000,5.333,2.667,0.000,0.000,0.000,0.000,0.000,0.000,
1,13.333,12.000,8.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,
1,19.733,16.800,11.200,5.600,0.000,0.000,0.000,0.000,0.000,0.000,
1,27.200,22.400,14.933,7.467,0.000,0.000,0.000,0.000,0.000,0.000,
1,35.733,28.800,19.200,9.600,0.000,0.000,0.000,0.000,0.000,0.000,
1,45.333,36.000,24.000,12.000,0.000,0.000,0.000,0.000,0.000,0.000,
1,56.000,44.000,29.333,14.667,0.000,0.000,0.000,0.000,0.000,0.000,
1,50.133,52.800,35.200,17.600,0.000,0.000,0.000,0.000,0.000,0.000,
1,62.933,62.400,41.600,20.800,0.000,0.000,0.000,0.000,0.000,0.000,
1,76.800,72.800,48.533,24.267,0.000,0.000,0.000,0.000,0.000,0.000,
