Time And Station ID
line,0,1,2,3,4,5,6,7,8,9,
0,96.000,80.000,32.000,16.000,0.000,32.000,24.000,16.000,8.000,0.000,
0,96.000,80.000,32.000,16.000,0.000,32.000,24.000,16.000,8.000,0.000,
0,102.000,85.000,34.000,17.000,0.000,32.000,24.000,16.000,8.000,0.000,
0,102.000,85.000,34.000,17.000,0.000,32.000,24.000,16.000,8.000,0.000,
0,102.000,85.000,34.000,17.000,0.000,32.000,24.000,16.000,8.000,0.000,
0,102.000,85.000,34.000,17.000,0.000,32.000,24.000,16.000,8.000,0.000,
0,108.000,90.000,36.000,18.000,0.000,32.000,24.000,16.000,8.000,0.000,
0,108.000,90.000,36.000,18.000,0.000,32.000,24.000,16.000,8.000,0.000,
0,108.000,90.000,36.000,18.000,0.000,32.000,24.000,16.000,8.000,0.000,
0,114.000,95.000,38.000,19.000,0.000,36.000,27.000,18.000,9.000,0.000,
0,114.000,95.000,38.000,19.000,0.000,36.000,27.000,18.000,9.000,0.000,
0,114.000,95.000,38.000,19.000,0.000,36.000,27.000,18.000,9.000,0.000,
0,114.000,95.000,38.000,19.000,0.000,36.000,27.000,18.000,9.000,0.000,
0,120.000,100.000,40.000,20.000,0.000,36.000,27.000,18.000,9.000,0.000,
0,120.000,100.000,40.000,20.000,0.000,36.000,27.000,18.000,9.000,0.000,
0,120.000,100.000,40.000,20.000,0.000,36.000,27.000,18.000,9.000,0.000,
0,120.000,100.000,40.000,20.000,0.000,36.000,27.000,18.000,9.000,0.000,
0,120.000,100.000,40.000,20.000,0.000,40.000,30.000,20.000,10.000,0.000,
0,120.000,100.000,40.000,20.000,0.000,40.000,30.000,20.000,10.000,0.000,
0,120.000,100.000,40.000,20.000,0.000,40.000,30.000,20.000,10.000,0.000,
0,120.000,100.000,40.000,20.000,0.000,40.000,30.000,20.000,10.000,0.000,
0,126.000,105.000,42.000,21.000,0.000,40.000,30.000,20.000,10.000,0.000,
0,126.000,105.000,42.000,21.000,0.000,40.000,30.000,20.000,10.000,0.000,
0,126.000,105.000,42.000,21.000,0.000,40.000,30.000,20.000,10.000,0.000,
0,132.000,110.000,44.000,22.000,0.000,44.000,33.000,22.000,11.000,0.000,
0,132.000,110.000,44.000,22.000,0.000,44.000,33.000,22.000,11.000,0.000,
0,132.000,110.000,44.000,22.000,0.000,44.000,33.000,22.000,11.000,0.000,
0,132.000,110.000,44.000,22.000,0.000,44.000,33.000,22.000,11.000,0.000,
0,138.000,115.000,46.000,23.000,0.000,44.000,33.000,22.000,11.000,0.000,
0,138.000,115.000,46.000,23.000,0.000,44.000,33.000,22.000,11.000,0.000,
0,138.000,115.000,46.000,23.000,0.000,44.000,33.000,22.000,11.000,0.000,
0,138.000,115.000,46.000,23.000,0.000,44.000,33.000,22.000,11.000,0.000,
0,144.000,120.000,48.000,24.000,0.000,48.000,36.000,24.000,12.000,0.000,
0,144.000,120.000,48.000,24.000,0.000,48.000,36.000,24.000,12.000,0.000,
0,144.000,120.000,48.000,24.000,0.000,48.000,36.000,24.000,12.000,0.000,
0,144.000,120.000,48.000,24.000,0.000,48.000,36.000,24.000,12.000,0.000,
0,144.000,120.000,48.000,24.000,0.000,48.000,36.000,24.000,12.000,0.000,
0,144.000,120.000,48.000,24.000,0.000,48.000,36.000,24.000,12.000,0.000,
0,144.000,120.000,48.000,24.000,0.000,48.000,36.000,24.000,12.000,0.000,
0,150.000,125.000,50.000,25.000,0.000,48.000,36.000,24.000,12.000,0.000,
0,150.000,125.000,50.000,25.000,0.000,48.000,36.000,24.000,12.000,0.000,
0,150.000,125.000,50.000,25.000,0.000,48.000,36.000,24.000,12.000,0.000,
0,150.000,125.000,50.000,25.000,0.000,48.000,36.000,24.000,12.000,0.000,
0,156.000,130.000,52.000,26.000,0.000,48.000,36.000,24.000,12.000,0.000,
0,156.000,130.000,52.000,26.000,0.000,48.000,36.000,24.000,12.000,0.000,
0,156.000,130.000,52.000,26.000,0.000,48.000,36.000,24.000,12.000,0.000,
0,156.000,130.000,52.000,26.000,0.000,48.000,36.000,24.000,12.000,0.000,
0,162.000,135.000,54.000,27.000,0.000,52.000,39.000,26.000,13.000,0.000,
0,162.000,135.000,54.000,27.000,0.000,52.000,39.000,26.000,13.000,0.000,
0,162.000,135.000,54.000,27.000,0.000,52.000,39.000,26.000,13.000,0.000,
0,162.000,135.000,54.000,27.000,0.000,52.000,39.000,26.000,13.000,0.000,
0,168.000,140.000,56.000,28.000,0.000,52.000,39.000,26.000,13.000,0.000,
0,168.000,140.000,56.000,28.000,0.000,52.000,39.000,26.000,13.000,0.000,
0,168.000,140.000,56.000,28.000,0.000,52.000,39.000,26.000,13.000,0.000,
0,168.000,140.000,56.000,28.000,0.000,56.000,42.000,28.000,14.000,0.000,
0,168.000,140.000,56.000,28.000,0.000,56.000,42.000,28.000,14.000,0.000,
0,168.000,140.000,56.000,28.000,0.000,56.000,42.000,28.000,14.000,0.000,
0,168.000,140.000,56.000,28.000,0.000,56.000,42.000,28.000,14.000,0.000,
0,174.000,145.000,58.000,29.000,0.000,56.000,42.000,28.000,14.000,0.000,
0,174.000,145.000,58.000,29.000,0.000,56.000,42.000,28.000,14.000,0.000,
0,174.000,145.000,58.000,29.000,0.000,56.000,42.000,28.000,14.000,0.000,
0,174.000,145.000,58.000,29.000,0.000,56.000,42.000,28.000,14.000,0.000,
0,180.000,150.000,60.000,30.000,0.000,60.000,45.000,30.000,15.000,0.000,
0,180.000,150.000,60.000,30.000,0.000,60.000,45.000,30.000,15.000,0.000,
0,180.000,150.000,60.000,30.000,0.000,60.000,45.000,30.000,15.000,0.000,
0,180.000,150.000,60.000,30.000,0.000,60.000,45.000,30.000,15.000,0.000,
0,186.000,155.000,62.000,31.000,0.000,60.000,45.000,30.000,15.000,0.000,
0,186.000,155.000,62.000,31.000,0.000,60.000,45.000,30.000,15.000,0.000,
0,186.000,155.000,62.000,31.000,0.000,60.000,45.000,30.000,15.000,0.000,
0,192.000,160.000,64.000,32.000,0.000,64.000,48.000,32.000,16.000,0.000,
0,186.000,155.000,62.000,31.000,0.000,60.000,45.000,30.000,15.000,0.000,
0,186.000,155.000,62.000,31.000,0.000,60.000,45.000,30.000,15.000,0.000,
0,186.000,155.000,62.000,31.000,0.000,60.000,45.000,30.000,15.000,0.000,
0,180.000,150.000,60.000,30.000,0.000,60.000,45.000,30.000,15.000,0.000,
0,180.000,150.000,60.000,30.000,0.000,60.000,45.000,30.000,15.000,0.000,
0,180.000,150.000,60.000,30.000,0.000,60.000,45.000,30.000,15.000,0.000,
0,180.000,150.000,60.000,30.000,0.000,60.000,45.000,30.000,15.000,0.000,
0,174.000,145.000,58.000,29.000,0.000,56.000,42.000,28.000,14.000,0.000,
0,174.000,145.000,58.000,29.000,0.000,56.000,42.000,28.000,14.000,0.000,
0,174.000,145.000,58.000,29.000,0.000,56.000,42.000,28.000,14.000,0.000,
0,174.000,145.000,58.000,29.000,0.000,56.000,42.000,28.000,14.000,0.000,
0,168.000,140.000,56.000,28.000,0.000,56.000,42.000,28.000,14.000,0.000,
0,168.000,140.000,56.000,28.000,0.000,56.000,42.000,28.000,14.000,0.000,
0,168.000,140.000,56.000,28.000,0.000,56.000,42.000,28.000,14.000,0.000,
0,168.000,140.000,56.000,28.000,0.000,56.000,42.000,28.000,14.000,0.000,
0,168.000,140.000,56.000,28.000,0.000,52.000,39.000,26.000,13.000,0.000,
0,168.000,140.000,56.000,28.000,0.000,52.000,39.000,26.000,13.000,0.000,
0,168.000,140.000,56.000,28.000,0.000,52.000,39.000,26.000,13.000,0.000,
0,162.000,135.000,54.000,27.000,0.000,52.000,39.000,26.000,13.000,0.000,
0,162.000,135.000,54.000,27.000,0.000,52.000,39.000,26.000,13.000,0.000,
0,162.000,135.000,54.000,27.000,0.000,52.000,39.000,26.000,13.000,0.000,
0,162.000,135.000,54.000,27.000,0.000,52.000,39.000,26.000,13.000,0.000,
0,156.000,130.000,52.000,26.000,0.000,48.000,36.000,24.000,12.000,0.000,
0,156.000,130.000,52.000,26.000,0.000,48.000,36.000,24.000,12.000,0.000,
0,156.000,130.000,52.000,26.000,0.000,48.000,36.000,24.000,12.000,0.000,
0,156.000,130.000,52.000,26.000,0.000,48.000,36.000,24.000,12.000,0.000,
0,150.000,125.000,50.000,25.000,0.000,48.000,36.000,24.000,12.000,0.000,
0,150.000,125.000,50.000,25.000,0.000,48.000,36.000,24.000,12.000,0.000,
0,150.000,125.000,50.000,25.000,0.000,48.000,36.000,24.000,12.000,0.000,
0,150.000,125.000,50.000,25.000,0.000,48.000,36.000,24.000,12.000,0.000,
0,144.000,120.000,48.000,24.000,0.000,48.000,36.000,24.000,12.000,0.000,
0,144.000,120.000,48.000,24.000,0.000,48.000,36.000,24.000,12.000,0.000,
0,144.000,120.000,48.000,24.000,0.000,48.000,36.000,24.000,12.000,0.000,
0,144.000,120.000,48.000,24.000,0.000,48.000,36.000,24.000,12.000,0.000,
0,144.000,120.000,48.000,24.000,0.000,48.000,36.000,24.000,12.000,0.000,
0,144.000,120.000,48.000,24.000,0.000,48.000,36.000,24.000,12.000,0.000,
0,144.000,120.000,48.000,24.000,0.000,48.000,36.000,24.000,12.000,0.000,
0,138.000,115.000,46.000,23.000,0.000,44.000,33.000,22.000,11.000,0.000,
0,138.000,115.000,46.000,23.000,0.000,44.000,33.000,22.000,11.000,0.000,
0,138.000,115.000,46.000,23.000,0.000,44.000,33.000,22.000,11.000,0.000,
0,138.000,115.000,46.000,23.000,0.000,44.000,33.000,22.000,11.000,0.000,
0,132.000,110.000,44.000,22.000,0.000,44.000,33.000,22.000,11.000,0.000,
0,132.000,110.000,44.000,22.000,0.000,44.000,33.000,22.000,11.000,0.000,
0,132.000,110.000,44.000,22.000,0.000,44.000,33.000,22.000,11.000,0.000,
0,132.000,110.000,44.000,22.000,0.000,44.000,33.000,22.000,11.000,0.000,
0,126.000,105.000,42.000,21.000,0.000,40.000,30.000,20.000,10.000,0.000,
0,126.000,105.000,42.000,21.000,0.000,40.000,30.000,20.000,10.000,0.000,
0,126.000,105.000,42.000,21.000,0.000,40.000,30.000,20.000,10.000,0.000,
0,120.000,100.000,40.000,20.000,0.000,40.000,30.000,20.000,10.000,0.000,
0,120.000,100.000,40.000,20.000,0.000,40.000,30.000,20.000,10.000,0.000,
0,120.000,100.000,40.000,20.000,0.000,40.000,30.000,20.000,10.000,0.000,
0,120.000,100.000,40.000,20.000,0.000,40.000,30.000,20.000,10.000,0.000,
0,120.000,100.000,40.000,20.000,0.000,36.000,27.000,18.000,9.000,0.000,
0,120.000,100.000,40.000,20.000,0.000,36.000,27.000,18.000,9.000,0.000,
0,120.000,100.000,40.000,20.000,0.000,36.000,27.000,18.000,9.000,0.000,
0,120.000,100.000,40.000,20.000,0.000,36.000,27.000,18.000,9.000,0.000,
0,114.000,95.000,38.000,19.000,0.000,36.000,27.000,18.000,9.000,0.000,
0,114.000,95.000,38.000,19.000,0.000,36.000,27.000,18.000,9.000,0.000,
0,114.000,95.000,38.000,19.000,0.000,36.000,27.000,18.000,9.000,0.000,
0,114.000,95.000,38.000,19.000,0.000,36.000,27.000,18.000,9.000,0.000,
0,108.000,90.000,36.000,18.000,0.000,32.000,24.000,16.000,8.000,0.000,
0,108.000,90.000,36.000,18.000,0.000,32.000,24.000,16.000,8.000,0.000,
0,108.000,90.000,36.000,18.000,0.000,32.000,24.000,16.000,8.000,0.000,
0,102.000,85.000,34.000,17.000,0.000,32.000,24.000,16.000,8.000,0.000,
0,102.000,85.000,34.000,17.000,0.000,32.000,24.000,16.000,8.000,0.000,
0,102.000,85.000,34.000,17.000,0.000,32.000,24.000,16.000,8.000,0.000,
0,102.000,85.000,34.000,17.000,0.000,32.000,24.000,16.000,8.000,0.000,
0,96.000,80.000,32.000,16.000,0.000,32.000,24.000,16.000,8.000,0.000,
0,96.000,80.000,32.000,16.000,0.000,32.000,24.000,16.000,8.000,0.000,
0,96.000,80.000,32.000,16.000,0.000,32.000,24.000,16.000,8.000,0.000,
0,96.000,80.000,32.000,16.000,0.000,32.000,24.000,16.000,8.000,0.000,
0,96.000,80.000,32.000,16.000,0.000,32.000,24.000,16.000,8.000,0.000,
0,96.000,80.000,32.000,16.000,0.000,32.000,24.000,16.000,8.000,0.000,
0,96.000,80.000,32.000,16.000,0.000,32.000,24.000,16.000,8.000,0.000,
0,96.000,80.000,32.000,16.000,0.000,32.000,24.000,16.000,8.000,0.000,
0,90.000,75.000,30.000,15.000,0.000,28.000,21.000,14.000,7.000,0.000,
0,90.000,75.000,30.000,15.000,0.000,28.000,21.000,14.000,7.000,0.000,
0,90.000,75.000,30.000,15.000,0.000,28.000,21.000,14.000,7.000,0.000,
0,84.000,70.000,28.000,14.000,0.000,28.000,21.000,14.000,7.000,0.000,
0,84.000,70.000,28.000,14.000,0.000,28.000,21.000,14.000,7.000,0.000,
0,84.000,70.000,28.000,14.000,0.000,28.000,21.000,14.000,7.000,0.000,
0,84.000,70.000,28.000,14.000,0.000,28.000,21.000,14.000,7.000,0.000,
0,78.000,65.000,26.000,13.000,0.000,24.000,18.000,12.000,6.000,0.000,
0,78.000,65.000,26.000,13.000,0.000,24.000,18.000,12.000,6.000,0.000,
0,78.000,65.000,26.000,13.000,0.000,24.000,18.000,12.000,6.000,0.000,
0,78.000,65.000,26.000,13.000,0.000,24.000,18.000,12.000,6.000,0.000,
0,72.000,60.000,24.000,12.000,0.000,24.000,18.000,12.000,6.000,0.000,
0,72.000,60.000,24.000,12.000,0.000,24.000,18.000,12.000,6.000,0.000,
0,72.000,60.000,24.000,12.000,0.000,24.000,18.000,12.000,6.000,0.000,
0,72.000,60.000,24.000,12.000,0.000,24.000,18.000,12.000,6.000,0.000,
0,72.000,60.000,24.000,12.000,0.000,20.000,15.000,10.000,5.000,0.000,
0,72.000,60.000,24.000,12.000,0.000,20.000,15.000,10.000,5.000,0.000,
0,72.000,60.000,24.000,12.000,0.000,20.000,15.000,10.000,5.000,0.000,
0,66.000,55.000,22.000,11.000,0.000,20.000,15.000,10.000,5.000,0.000,
0,66.000,55.000,22.000,11.000,0.000,20.000,15.000,10.000,5.000,0.000,
0,66.000,55.000,22.000,11.000,0.000,20.000,15.000,10.000,5.000,0.000,
0,66.000,55.000,22.000,11.000,0.000,20.000,15.000,10.000,5.000,0.000,
0,60.000,50.000,20.000,10.000,0.000,16.000,12.000,8.000,4.000,0.000,
0,60.000,50.000,20.000,10.000,0.000,16.000,12.000,8.000,4.000,0.000,
0,60.000,50.000,20.000,10.000,0.000,16.000,12.000,8.000,4.000,0.000,
0,60.000,50.000,20.000,10.000,0.000,16.000,12.000,8.000,4.000,0.000,
0,54.000,45.000,18.000,9.000,0.000,16.000,12.000,8.000,4.000,0.000,
0,54.000,45.000,18.000,9.000,0.000,16.000,12.000,8.000,4.000,0.000,
0,54.000,45.000,18.000,9.000,0.000,16.000,12.000,8.000,4.000,0.000,
0,54.000,45.000,18.000,9.000,0.000,16.000,12.000,8.000,4.000,0.000,
0,48.000,40.000,16.000,8.000,0.000,16.000,12.000,8.000,4.000,0.000,
0,48.000,40.000,16.000,8.000,0.000,16.000,12.000,8.000,4.000,0.000,
0,48.000,40.000,16.000,8.000,0.000,16.000,12.000,8.000,4.000,0.000,
0,48.000,40.000,16.000,8.000,0.000,16.000,12.000,8.000,4.000,0.000,
0,48.000,40.000,16.000,8.000,0.000,16.000,12.000,8.000,4.000,0.000,
0,48.000,40.000,16.000,8.000,0.000,16.000,12.000,8.000,4.000,0.000,
0,48.000,40.000,16.000,8.000,0.000,16.000,12.000,8.000,4.000,0.000,
0,42.000,35.000,14.000,7.000,0.000,12.000,9.000,6.000,3.000,0.000,
0,42.000,35.000,14.000,7.000,0.000,12.000,9.000,6.000,3.000,0.000,
0,42.000,35.000,14.000,7.000,0.000,12.000,9.000,6.000,3.000,0.000,
0,42.000,35.000,14.000,7.000,0.000,12.000,9.000,6.000,3.000,0.000,
0,36.000,30.000,12.000,6.000,0.000,12.000,9.000,6.000,3.000,0.000,
0,36.000,30.000,12.000,6.000,0.000,12.000,9.000,6.000,3.000,0.000,
0,36.000,30.000,12.000,6.000,0.000,12.000,9.000,6.000,3.000,0.000,
0,36.000,30.000,12.000,6.000,0.000,12.000,9.000,6.000,3.000,0.000,
0,30.000,25.000,10.000,5.000,0.000,8.000,6.000,4.000,2.000,0.000,
0,30.000,25.000,10.000,5.000,0.000,8.000,6.000,4.000,2.000,0.000,
0,30.000,25.000,10.000,5.000,0.000,8.000,6.000,4.000,2.000,0.000,
0,24.000,20.000,8.000,4.000,0.000,8.000,6.000,4.000,2.000,0.000,
0,24.000,20.000,8.000,4.000,0.000,8.000,6.000,4.000,2.000,0.000,
0,24.000,20.000,8.000,4.000,0.000,8.000,6.000,4.000,2.000,0.000,
0,24.000,20.000,8.000,4.000,0.000,8.000,6.000,4.000,2.000,0.000,
0,24.000,20.000,8.000,4.000,0.000,4.000,3.000,2.000,1.000,0.000,
0,24.000,20.000,8.000,4.000,0.000,4.000,3.000,2.000,1.000,0.000,
0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
1,1.067,0.800,0.533,0.267,0.000,0.000,0.000,0.000,0.000,0.000,
1,2.133,1.600,1.067,0.533,0.000,0.000,0.000,0.000,0.000,0.000,
1,3.200,2.400,1.600,0.800,0.000,0.000,0.000,0.000,0.000,0.000,
1,4.267,3.200,2.133,1.067,0.000,0.000,0.000,0.000,0.000,0.000,
1,5.333,4.000,2.667,1.333,0.000,0.000,0.000,0.000,0.000,0.000,
1,6.400,4.800,3.200,1.600,0.000,0.000,0.000,0.000,0.000,0.000,
1,7.467,5.600,3.733,1.867,0.000,0.000,0.000,0.000,0.000,0.000,
1,8.533,6.400,4.267,2.133,0.000,0.000,0.000,0.000,0.000,0.000,
1,9.600,7.200,4.800,2.400,0.000,0.000,0.000,0.000,0.000,0.000,
1,10.667,8.000,5.333,2.667,0.000,0.000,0.000,0.000,0.000,0.000,
1,11.733,8.800,5.867,2.933,0.000,0.000,0.000,0.000,0.000,0.000,
1,12.800,9.600,6.400,3.200,0.000,0.000,0.000,0.000,0.000,0.000,
1,13.867,10.400,6.933,3.467,0.000,0.000,0.000,0.000,0.000,0.000,
1,14.933,11.200,7.467,3.733,0.000,0.000,0.000,0.000,0.000,0.000,
1,16.000,12.000,8.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,
1,17.067,12.800,8.533,4.267,0.000,0.000,0.000,0.000,0.000,0.000,
1,18.133,13.600,9.067,4.533,0.000,0.000,0.000,0.000,0.000,0.000,
1,19.200,14.400,9.600,4.800,0.000,0.000,0.000,0.000,0.000,0.000,
1,20.267,15.200,10.133,5.067,0.000,0.000,0.000,0.000,0.000,0.000,
1,21.333,16.000,10.667,5.333,0.000,8.000,6.000,4.000,2.000,0.000,
1,22.400,16.800,11.200,5.600,0.000,8.000,6.000,4.000,2.000,0.000,
1,23.467,17.600,11.733,5.867,0.000,8.000,6.000,4.000,2.000,0.000,
1,24.533,18.400,12.267,6.133,0.000,12.000,9.000,6.000,3.000,0.000,
